transaction_id,store_id,product_id,quantity_sold,unit_price,total_amount,sale_date
50553,1,1002,3,35.0,105.0,2024-01-06
50554,1,1009,9,85.0,765.0,2024-08-02
50555,1,1012,8,40.0,320.0,2024-12-12
50556,5,1007,2,45.0,90.0,2024-09-26
50557,4,1007,10,45.0,450.0,2024-02-17
50558,5,1002,4,35.0,140.0,2024-08-03
50559,4,1014,10,35.0,350.0,2024-11-05
50560,4,1014,1,35.0,35.0,2024-09-28
50561,2,1012,10,40.0,400.0,2024-09-13
50562,4,1008,3,65.0,195.0,2024-09-11
50563,2,1004,3,180.0,540.0,2024-05-16
50564,2,1006,10,120.0,1200.0,2024-06-13
50565,1,1004,1,180.0,180.0,2024-11-18
50566,4,1014,6,35.0,210.0,2024-09-21
50567,2,1007,9,45.0,405.0,2024-05-14
50568,4,1010,8,25.0,200.0,2024-12-11
50569,3,1010,10,25.0,250.0,2024-02-04
50570,4,1013,3,120.0,360.0,2024-10-05
50571,4,1004,6,180.0,1080.0,2024-01-06
50572,5,1007,7,45.0,315.0,2024-04-20
50573,1,1004,8,180.0,1440.0,2024-05-05
50574,4,1010,2,25.0,50.0,2024-06-10
50575,4,1007,6,45.0,270.0,2024-08-09
50576,1,1004,1,180.0,180.0,2024-06-24
50577,1,1006,5,120.0,600.0,2024-01-04
50578,1,1007,9,45.0,405.0,2024-12-20
50579,2,1011,10,30.0,300.0,2024-05-31
50580,5,1002,10,35.0,350.0,2024-07-29
50581,4,1007,2,45.0,90.0,2024-11-26
50582,4,1004,2,180.0,360.0,2024-11-24
50583,5,1014,3,35.0,105.0,2024-06-06
50584,4,1002,6,35.0,210.0,2024-10-16
50585,5,1006,2,120.0,240.0,2024-11-28
50586,5,1014,6,35.0,210.0,2024-10-05
50587,2,1009,1,85.0,85.0,2024-04-15
50588,4,1001,3,450.0,1350.0,2024-10-25
50589,4,1008,7,65.0,455.0,2024-04-15
50590,3,1007,5,45.0,225.0,2024-07-06
50591,5,1003,4,55.0,220.0,2024-06-14
50592,3,1013,9,120.0,1080.0,2024-11-08
50593,1,1007,9,45.0,405.0,2024-12-17
50594,3,1007,10,45.0,450.0,2024-12-08
50595,2,1010,9,25.0,225.0,2024-08-08
50596,1,1014,3,35.0,105.0,2024-08-30
50597,4,1010,3,25.0,75.0,2024-03-07
50598,2,1001,4,450.0,1800.0,2024-12-26
50599,3,1013,4,120.0,480.0,2024-03-22
50600,3,1012,9,40.0,360.0,2024-05-23
50601,2,1002,9,35.0,315.0,2024-04-20
50602,3,1001,2,450.0,900.0,2024-06-09
50603,1,1004,5,180.0,900.0,2024-07-12
50604,5,1003,4,55.0,220.0,2024-12-10
50605,1,1003,4,55.0,220.0,2024-11-08
50606,3,1005,8,185.0,1480.0,2024-02-18
50607,3,1007,7,45.0,315.0,2024-10-28
50608,5,1013,5,120.0,600.0,2024-06-03
50609,4,1003,1,55.0,55.0,2024-08-11
50610,1,1004,1,180.0,180.0,2024-05-05
50611,5,1010,10,25.0,250.0,2024-10-20
50612,1,1001,10,450.0,4500.0,2024-01-14
50613,3,1008,5,65.0,325.0,2024-05-15
50614,1,1005,7,185.0,1295.0,2024-05-22
50615,2,1008,7,65.0,455.0,2024-05-10
50616,1,1009,1,85.0,85.0,2024-07-12
50617,2,1006,5,120.0,600.0,2024-11-30
50618,1,1014,1,35.0,35.0,2024-05-10
50619,3,1005,6,185.0,1110.0,2024-06-30
50620,5,1011,1,30.0,30.0,2024-11-05
50621,5,1001,3,450.0,1350.0,2024-07-11
50622,5,1012,4,40.0,160.0,2024-01-01
50623,5,1014,9,35.0,315.0,2024-01-23
50624,3,1003,6,55.0,330.0,2024-05-28
50625,3,1011,4,30.0,120.0,2024-09-02
50626,2,1012,5,40.0,200.0,2024-02-26
50627,1,1006,3,120.0,360.0,2024-01-01
50628,1,1002,1,35.0,35.0,2024-08-31
50629,4,1004,2,180.0,360.0,2024-11-14
50630,4,1006,8,120.0,960.0,2024-09-26
50631,3,1010,3,25.0,75.0,2024-12-29
50632,5,1006,2,120.0,240.0,2024-07-25
50633,4,1013,5,120.0,600.0,2024-08-17
50634,4,1007,10,45.0,450.0,2024-10-19
50635,5,1003,10,55.0,550.0,2024-11-23
50636,2,1003,7,55.0,385.0,2024-07-15
50637,1,1004,1,180.0,180.0,2024-05-07
50638,5,1012,5,40.0,200.0,2024-07-12
50639,3,1003,3,55.0,165.0,2024-01-02
50640,4,1006,1,120.0,120.0,2024-07-28
50641,5,1012,2,40.0,80.0,2024-01-23
50642,1,1011,1,30.0,30.0,2024-09-08
50643,3,1006,9,120.0,1080.0,2024-08-03
50644,4,1005,1,185.0,185.0,2024-07-28
50645,3,1010,9,25.0,225.0,2024-11-18
50646,5,1007,8,45.0,360.0,2024-12-23
50647,4,1001,9,450.0,4050.0,2024-12-30
50648,3,1009,1,85.0,85.0,2024-09-19
50649,1,1002,6,35.0,210.0,2024-03-30
50650,3,1005,8,185.0,1480.0,2024-02-12
50651,2,1008,10,65.0,650.0,2024-02-14
50652,1,1004,3,180.0,540.0,2024-05-01
50653,2,1014,7,35.0,245.0,2024-07-27
50654,4,1009,4,85.0,340.0,2024-11-28
50655,4,1012,4,40.0,160.0,2024-03-03
50656,1,1012,8,40.0,320.0,2024-11-16
50657,2,1001,10,450.0,4500.0,2024-03-15
50658,5,1005,2,185.0,370.0,2024-09-02
50659,2,1003,9,55.0,495.0,2024-02-20
50660,4,1014,8,35.0,280.0,2024-10-13
50661,2,1005,1,185.0,185.0,2024-01-29
50662,1,1002,10,35.0,350.0,2024-07-08
50663,2,1014,9,35.0,315.0,2024-10-05
50664,2,1008,10,65.0,650.0,2024-11-17
50665,3,1011,7,30.0,210.0,2024-03-24
50666,4,1001,3,450.0,1350.0,2024-10-07
50667,1,1014,5,35.0,175.0,2024-02-26
50668,1,1012,3,40.0,120.0,2024-04-14
50669,1,1008,2,65.0,130.0,2024-08-29
50670,4,1010,3,25.0,75.0,2024-02-08
50671,2,1006,9,120.0,1080.0,2024-03-31
50672,1,1010,4,25.0,100.0,2024-01-22
50673,3,1005,8,185.0,1480.0,2024-03-06
50674,3,1014,8,35.0,280.0,2024-03-03
50675,2,1001,5,450.0,2250.0,2024-12-26
50676,4,1008,10,65.0,650.0,2024-10-08
50677,4,1013,3,120.0,360.0,2024-12-14
50678,3,1014,9,35.0,315.0,2024-10-15
50679,2,1007,10,45.0,450.0,2024-02-05
50680,2,1003,8,55.0,440.0,2024-03-13
50681,5,1003,10,55.0,550.0,2024-09-20
50682,2,1013,7,120.0,840.0,2024-03-26
50683,2,1007,4,45.0,180.0,2024-12-25
50684,5,1001,4,450.0,1800.0,2024-04-18
50685,5,1006,6,120.0,720.0,2024-01-21
50686,4,1001,7,450.0,3150.0,2024-11-09
50687,3,1009,4,85.0,340.0,2024-06-24
50688,3,1007,2,45.0,90.0,2024-10-16
50689,1,1010,7,25.0,175.0,2024-07-01
50690,1,1007,9,45.0,405.0,2024-01-07
50691,5,1009,7,85.0,595.0,2024-04-26
50692,5,1014,4,35.0,140.0,2024-01-05
50693,4,1003,5,55.0,275.0,2024-08-24
50694,2,1008,10,65.0,650.0,2024-02-07
50695,3,1007,1,45.0,45.0,2024-01-07
50696,1,1001,1,450.0,450.0,2024-09-12
50697,2,1004,6,180.0,1080.0,2024-01-15
50698,1,1007,7,45.0,315.0,2024-03-29
50699,4,1002,2,35.0,70.0,2024-05-01
50700,4,1013,2,120.0,240.0,2024-10-11
50701,3,1013,1,120.0,120.0,2024-02-19
50702,5,1007,10,45.0,450.0,2024-12-03
50703,1,1013,4,120.0,480.0,2024-08-16
50704,4,1012,9,40.0,360.0,2024-01-13
50705,2,1008,4,65.0,260.0,2024-08-29
50706,3,1006,9,120.0,1080.0,2024-02-21
50707,4,1005,8,185.0,1480.0,2024-08-12
50708,1,1011,3,30.0,90.0,2024-04-15
50709,2,1007,9,45.0,405.0,2024-12-01
50710,5,1013,6,120.0,720.0,2024-05-02
50711,2,1007,5,45.0,225.0,2024-12-18
50712,5,1007,1,45.0,45.0,2024-04-12
50713,1,1003,3,55.0,165.0,2024-11-03
50714,4,1007,4,45.0,180.0,2024-07-01
50715,2,1010,10,25.0,250.0,2024-10-20
50716,1,1011,9,30.0,270.0,2024-04-02
50717,2,1011,10,30.0,300.0,2024-09-21
50718,4,1011,9,30.0,270.0,2024-05-02
50719,2,1004,6,180.0,1080.0,2024-08-30
50720,2,1004,9,180.0,1620.0,2024-01-10
50721,1,1005,7,185.0,1295.0,2024-05-27
50722,1,1003,7,55.0,385.0,2024-11-23
50723,5,1001,10,450.0,4500.0,2024-06-06
50724,5,1007,2,45.0,90.0,2024-11-20
50725,4,1005,2,185.0,370.0,2024-04-03
50726,5,1011,3,30.0,90.0,2024-08-03
50727,5,1014,8,35.0,280.0,2024-02-26
50728,4,1001,8,450.0,3600.0,2024-02-24
50729,2,1012,8,40.0,320.0,2024-06-09
50730,3,1011,5,30.0,150.0,2024-05-12
50731,2,1009,2,85.0,170.0,2024-06-05
50732,4,1001,6,450.0,2700.0,2024-06-19
50733,1,1014,7,35.0,245.0,2024-01-05
50734,1,1008,5,65.0,325.0,2024-03-30
50735,1,1005,2,185.0,370.0,2024-07-27
50736,4,1012,8,40.0,320.0,2024-11-22
50737,2,1008,2,65.0,130.0,2024-09-20
50738,3,1008,9,65.0,585.0,2024-08-22
50739,2,1014,4,35.0,140.0,2024-08-28
50740,2,1010,5,25.0,125.0,2024-04-02
50741,1,1014,2,35.0,70.0,2024-11-01
50742,4,1007,2,45.0,90.0,2024-02-17
50743,1,1004,3,180.0,540.0,2024-03-01
50744,4,1006,7,120.0,840.0,2024-10-03
50745,2,1013,2,120.0,240.0,2024-07-22
50746,2,1014,8,35.0,280.0,2024-07-11
50747,1,1008,5,65.0,325.0,2024-03-21
50748,1,1005,9,185.0,1665.0,2024-07-10
50749,5,1010,5,25.0,125.0,2024-11-26
50750,2,1005,1,185.0,185.0,2024-04-07
50751,5,1010,6,25.0,150.0,2024-09-19
50752,4,1008,10,65.0,650.0,2024-11-15
50753,3,1004,6,180.0,1080.0,2024-02-17
50754,4,1005,2,185.0,370.0,2024-03-08
50755,5,1005,6,185.0,1110.0,2024-02-05
50756,2,1004,8,180.0,1440.0,2024-01-15
50757,3,1001,10,450.0,4500.0,2024-12-05
50758,3,1007,6,45.0,270.0,2024-01-20
50759,4,1012,8,40.0,320.0,2024-08-03
50760,4,1004,6,180.0,1080.0,2024-06-21
50761,1,1005,3,185.0,555.0,2024-03-11
50762,5,1005,3,185.0,555.0,2024-06-23
50763,1,1007,7,45.0,315.0,2024-06-09
50764,1,1010,6,25.0,150.0,2024-12-11
50765,2,1006,9,120.0,1080.0,2024-01-04
50766,5,1004,4,180.0,720.0,2024-05-14
50767,4,1004,5,180.0,900.0,2024-05-02
50768,1,1006,3,120.0,360.0,2024-05-05
50769,3,1002,3,35.0,105.0,2024-03-15
50770,5,1003,1,55.0,55.0,2024-03-18
50771,1,1014,4,35.0,140.0,2024-09-26
50772,2,1009,9,85.0,765.0,2024-08-15
50773,3,1003,5,55.0,275.0,2024-09-12
50774,3,1012,1,40.0,40.0,2024-11-20
50775,3,1012,3,40.0,120.0,2024-06-24
50776,5,1009,4,85.0,340.0,2024-10-17
50777,4,1007,7,45.0,315.0,2024-07-10
50778,2,1005,1,185.0,185.0,2024-10-22
50779,2,1005,1,185.0,185.0,2024-03-24
50780,5,1006,5,120.0,600.0,2024-02-23
50781,5,1002,7,35.0,245.0,2024-09-17
50782,4,1014,5,35.0,175.0,2024-07-21
50783,4,1008,3,65.0,195.0,2024-01-29
50784,4,1013,8,120.0,960.0,2024-01-17
50785,2,1012,2,40.0,80.0,2024-02-20
50786,5,1008,10,65.0,650.0,2024-02-12
50787,4,1004,6,180.0,1080.0,2024-02-02
50788,2,1008,4,65.0,260.0,2024-12-16
50789,5,1007,10,45.0,450.0,2024-10-08
50790,2,1002,8,35.0,280.0,2024-10-30
50791,5,1001,1,450.0,450.0,2024-03-27
50792,2,1005,2,185.0,370.0,2024-02-19
50793,2,1010,1,25.0,25.0,2024-10-09
50794,4,1008,3,65.0,195.0,2024-02-15
50795,3,1004,9,180.0,1620.0,2024-05-12
50796,3,1007,3,45.0,135.0,2024-05-07
50797,4,1003,1,55.0,55.0,2024-03-11
50798,1,1012,4,40.0,160.0,2024-12-12
50799,3,1003,2,55.0,110.0,2024-04-06
50800,2,1005,3,185.0,555.0,2024-05-22
50801,3,1006,7,120.0,840.0,2024-05-20
50802,5,1010,8,25.0,200.0,2024-02-17
50803,2,1012,10,40.0,400.0,2024-06-01
50804,3,1005,5,185.0,925.0,2024-08-19
50805,3,1009,8,85.0,680.0,2024-06-17
50806,2,1007,2,45.0,90.0,2024-05-11
50807,1,1004,1,180.0,180.0,2024-06-27
50808,1,1007,8,45.0,360.0,2024-06-25
50809,3,1007,1,45.0,45.0,2024-11-25
50810,1,1008,5,65.0,325.0,2024-05-03
50811,5,1013,2,120.0,240.0,2024-03-15
50812,5,1001,7,450.0,3150.0,2024-09-24
50813,5,1006,10,120.0,1200.0,2024-10-27
50814,5,1010,1,25.0,25.0,2024-09-15
50815,1,1009,5,85.0,425.0,2024-12-23
50816,4,1011,1,30.0,30.0,2024-11-14
50817,2,1013,5,120.0,600.0,2024-04-18
50818,5,1008,5,65.0,325.0,2024-04-04
50819,2,1007,7,45.0,315.0,2024-02-11
50820,3,1004,10,180.0,1800.0,2024-07-16
50821,3,1001,5,450.0,2250.0,2024-04-29
50822,1,1002,9,35.0,315.0,2024-01-22
50823,4,1005,6,185.0,1110.0,2024-11-24
50824,2,1011,9,30.0,270.0,2024-08-15
50825,2,1005,8,185.0,1480.0,2024-05-28
50826,4,1009,7,85.0,595.0,2024-12-09
50827,4,1010,3,25.0,75.0,2024-06-10
50828,4,1013,2,120.0,240.0,2024-11-18
50829,1,1012,8,40.0,320.0,2024-05-29
50830,1,1002,9,35.0,315.0,2024-08-24
50831,1,1003,3,55.0,165.0,2024-02-02
50832,2,1013,1,120.0,120.0,2024-11-24
50833,5,1007,5,45.0,225.0,2024-01-10
50834,5,1008,4,65.0,260.0,2024-10-13
50835,1,1004,4,180.0,720.0,2024-01-02
50836,4,1006,6,120.0,720.0,2024-11-10
50837,2,1010,5,25.0,125.0,2024-07-21
50838,3,1002,1,35.0,35.0,2024-02-25
50839,4,1007,3,45.0,135.0,2024-07-02
50840,2,1001,10,450.0,4500.0,2024-02-07
50841,3,1010,1,25.0,25.0,2024-04-03
50842,2,1012,10,40.0,400.0,2024-02-21
50843,3,1014,6,35.0,210.0,2024-04-17
50844,2,1011,3,30.0,90.0,2024-05-07
50845,5,1002,1,35.0,35.0,2024-11-20
50846,1,1008,6,65.0,390.0,2024-09-30
50847,1,1009,8,85.0,680.0,2024-10-20
50848,5,1006,10,120.0,1200.0,2024-08-16
50849,1,1008,1,65.0,65.0,2024-05-03
50850,3,1006,8,120.0,960.0,2024-01-06
50851,2,1005,8,185.0,1480.0,2024-08-09
50852,5,1014,9,35.0,315.0,2024-08-17
50853,4,1007,3,45.0,135.0,2024-10-20
50854,5,1013,6,120.0,720.0,2024-11-02
50855,3,1004,8,180.0,1440.0,2024-12-15
50856,5,1003,9,55.0,495.0,2024-11-02
50857,4,1010,2,25.0,50.0,2024-10-06
50858,2,1005,9,185.0,1665.0,2024-01-20
50859,5,1010,8,25.0,200.0,2024-09-15
50860,5,1006,6,120.0,720.0,2024-11-26
50861,2,1006,3,120.0,360.0,2024-02-04
50862,4,1011,2,30.0,60.0,2024-07-18
50863,3,1006,3,120.0,360.0,2024-09-14
50864,3,1012,10,40.0,400.0,2024-12-04
50865,2,1009,10,85.0,850.0,2024-06-12
50866,4,1007,1,45.0,45.0,2024-01-10
50867,1,1005,6,185.0,1110.0,2024-05-01
50868,2,1001,2,450.0,900.0,2024-10-26
50869,5,1002,3,35.0,105.0,2024-06-03
50870,4,1012,10,40.0,400.0,2024-08-03
50871,1,1008,10,65.0,650.0,2024-08-03
50872,2,1004,10,180.0,1800.0,2024-08-11
50873,3,1004,6,180.0,1080.0,2024-02-07
50874,1,1005,1,185.0,185.0,2024-02-19
50875,1,1011,7,30.0,210.0,2024-10-25
50876,5,1012,10,40.0,400.0,2024-11-19
50877,4,1009,7,85.0,595.0,2024-11-08
50878,2,1002,9,35.0,315.0,2024-12-11
50879,5,1004,9,180.0,1620.0,2024-03-22
50880,4,1003,1,55.0,55.0,2024-10-07
50881,5,1009,7,85.0,595.0,2024-11-03
50882,4,1011,8,30.0,240.0,2024-06-11
50883,3,1006,4,120.0,480.0,2024-09-18
50884,1,1011,3,30.0,90.0,2024-06-15
50885,1,1002,1,35.0,35.0,2024-10-05
50886,4,1007,2,45.0,90.0,2024-06-29
50887,5,1006,10,120.0,1200.0,2024-06-26
50888,4,1008,10,65.0,650.0,2024-06-28
50889,2,1005,1,185.0,185.0,2024-11-29
50890,1,1009,9,85.0,765.0,2024-05-05
50891,4,1007,3,45.0,135.0,2024-01-27
50892,5,1004,4,180.0,720.0,2024-12-06
50893,3,1010,9,25.0,225.0,2024-11-17
50894,4,1006,8,120.0,960.0,2024-11-01
50895,1,1013,6,120.0,720.0,2024-07-04
50896,5,1010,4,25.0,100.0,2024-08-15
50897,4,1002,4,35.0,140.0,2024-07-09
50898,1,1011,3,30.0,90.0,2024-09-10
50899,2,1003,6,55.0,330.0,2024-12-06
50900,5,1007,1,45.0,45.0,2024-01-13
50901,5,1002,3,35.0,105.0,2024-04-14
50902,5,1002,6,35.0,210.0,2024-01-24
50903,4,1013,8,120.0,960.0,2024-06-28
50904,5,1014,3,35.0,105.0,2024-05-31
50905,3,1014,4,35.0,140.0,2024-10-02
50906,4,1009,9,85.0,765.0,2024-11-17
50907,5,1010,9,25.0,225.0,2024-01-14
50908,2,1012,4,40.0,160.0,2024-11-16
50909,4,1006,4,120.0,480.0,2024-07-12
50910,5,1009,8,85.0,680.0,2024-08-08
50911,1,1013,4,120.0,480.0,2024-07-29
50912,5,1004,8,180.0,1440.0,2024-12-26
50913,1,1001,6,450.0,2700.0,2024-10-14
50914,1,1010,10,25.0,250.0,2024-10-05
50915,2,1006,6,120.0,720.0,2024-02-12
50916,1,1007,10,45.0,450.0,2024-04-07
50917,2,1003,8,55.0,440.0,2024-10-03
50918,1,1008,8,65.0,520.0,2024-01-06
50919,2,1007,9,45.0,405.0,2024-07-20
50920,4,1005,8,185.0,1480.0,2024-07-02
50921,5,1003,9,55.0,495.0,2024-10-23
50922,5,1002,10,35.0,350.0,2024-07-31
50923,5,1002,9,35.0,315.0,2024-05-10
50924,3,1002,3,35.0,105.0,2024-07-25
50925,3,1009,7,85.0,595.0,2024-02-11
50926,5,1010,4,25.0,100.0,2024-02-05
50927,3,1002,8,35.0,280.0,2024-09-16
50928,2,1009,4,85.0,340.0,2024-05-08
50929,1,1006,6,120.0,720.0,2024-08-24
50930,1,1010,2,25.0,50.0,2024-02-22
50931,4,1008,9,65.0,585.0,2024-02-26
50932,1,1004,9,180.0,1620.0,2024-05-21
50933,2,1001,5,450.0,2250.0,2024-03-23
50934,2,1012,10,40.0,400.0,2024-06-08
50935,4,1007,3,45.0,135.0,2024-05-21
50936,2,1004,9,180.0,1620.0,2024-03-24
50937,1,1009,2,85.0,170.0,2024-07-11
50938,1,1004,5,180.0,900.0,2024-07-31
50939,3,1006,1,120.0,120.0,2024-07-21
50940,2,1011,9,30.0,270.0,2024-03-02
50941,3,1003,6,55.0,330.0,2024-03-11
50942,2,1006,8,120.0,960.0,2024-12-03
50943,2,1002,2,35.0,70.0,2024-06-20
50944,1,1002,5,35.0,175.0,2024-06-17
50945,4,1002,4,35.0,140.0,2024-09-02
50946,1,1010,7,25.0,175.0,2024-08-09
50947,5,1014,10,35.0,350.0,2024-10-21
50948,1,1004,6,180.0,1080.0,2024-03-21
50949,4,1006,8,120.0,960.0,2024-06-07
50950,4,1008,3,65.0,195.0,2024-11-09
50951,2,1001,9,450.0,4050.0,2024-06-22
50952,3,1009,6,85.0,510.0,2024-08-11
50953,5,1009,1,85.0,85.0,2024-01-06
50954,5,1007,7,45.0,315.0,2024-12-16
50955,2,1002,5,35.0,175.0,2024-03-13
50956,1,1006,7,120.0,840.0,2024-05-25
50957,2,1003,5,55.0,275.0,2024-03-03
50958,1,1010,7,25.0,175.0,2024-08-03
50959,2,1009,10,85.0,850.0,2024-07-08
50960,1,1003,9,55.0,495.0,2024-02-16
50961,4,1008,2,65.0,130.0,2024-03-17
50962,1,1014,3,35.0,105.0,2024-10-25
50963,3,1004,9,180.0,1620.0,2024-10-02
50964,3,1006,6,120.0,720.0,2024-01-09
50965,4,1011,3,30.0,90.0,2024-06-10
50966,3,1013,1,120.0,120.0,2024-02-14
50967,2,1005,1,185.0,185.0,2024-09-29
50968,4,1012,7,40.0,280.0,2024-07-01
50969,2,1002,7,35.0,245.0,2024-08-21
50970,3,1006,1,120.0,120.0,2024-12-05
50971,5,1008,4,65.0,260.0,2024-11-19
50972,5,1012,7,40.0,280.0,2024-06-19
50973,5,1011,2,30.0,60.0,2024-12-21
50974,4,1004,4,180.0,720.0,2024-11-28
50975,1,1013,8,120.0,960.0,2024-07-23
50976,1,1003,9,55.0,495.0,2024-09-26
50977,4,1004,6,180.0,1080.0,2024-01-13
50978,4,1007,6,45.0,270.0,2024-12-27
50979,4,1011,3,30.0,90.0,2024-01-02
50980,1,1011,6,30.0,180.0,2024-10-05
50981,5,1009,10,85.0,850.0,2024-07-05
50982,1,1008,7,65.0,455.0,2024-10-24
50983,3,1011,9,30.0,270.0,2024-08-04
50984,2,1002,9,35.0,315.0,2024-04-01
50985,3,1002,8,35.0,280.0,2024-03-01
50986,3,1011,10,30.0,300.0,2024-06-20
50987,5,1014,5,35.0,175.0,2024-07-31
50988,1,1014,4,35.0,140.0,2024-10-24
50989,3,1003,5,55.0,275.0,2024-07-01
50990,3,1006,9,120.0,1080.0,2024-08-13
50991,5,1010,5,25.0,125.0,2024-07-27
50992,4,1004,3,180.0,540.0,2024-03-16
50993,5,1011,3,30.0,90.0,2024-06-09
50994,1,1011,5,30.0,150.0,2024-07-02
50995,2,1014,8,35.0,280.0,2024-02-28
50996,3,1006,8,120.0,960.0,2024-07-24
50997,3,1004,4,180.0,720.0,2024-06-06
50998,1,1004,9,180.0,1620.0,2024-06-23
50999,2,1006,10,120.0,1200.0,2024-03-14
51000,2,1002,8,35.0,280.0,2024-08-14
61000,2,1002,8,35.0,280.0,2024-08-14
51001,4,1011,9,30.0,270.0,2024-07-04
51002,4,1003,2,55.0,110.0,2024-08-27
51003,1,1001,9,450.0,4050.0,2024-09-07
51004,1,1013,1,120.0,120.0,2024-06-30
51005,3,1004,1,180.0,180.0,2024-06-26
51006,4,1009,3,85.0,255.0,2024-06-26
51007,2,1007,1,45.0,45.0,2024-01-14
51008,4,1010,9,25.0,225.0,2024-07-03
51009,4,1014,9,35.0,315.0,2024-11-14
51010,2,1005,6,185.0,1110.0,2024-09-24
51011,1,1004,10,180.0,1800.0,2024-02-23
51012,2,1001,3,450.0,1350.0,2024-09-15
51013,5,1014,6,35.0,210.0,2024-07-22
51014,5,1011,1,30.0,30.0,2024-10-27
51015,1,1001,3,450.0,1350.0,2024-08-12
51016,1,1008,8,65.0,520.0,2024-01-01
51017,1,1009,4,85.0,340.0,2024-06-11
51018,5,1013,6,120.0,720.0,2024-01-08
51019,2,1002,5,35.0,175.0,2024-05-22
51020,3,1006,9,120.0,1080.0,2024-03-23
51021,1,1014,2,35.0,70.0,2024-09-19
51022,4,1009,4,85.0,340.0,2024-03-16
51023,1,1012,3,40.0,120.0,2024-10-23
51024,3,1009,5,85.0,425.0,2024-07-29
51025,1,1004,6,180.0,1080.0,2024-08-09
51026,1,1014,8,35.0,280.0,2024-07-17
51027,3,1007,7,45.0,315.0,2024-08-20
51028,1,1008,7,65.0,455.0,2024-04-10
51029,1,1014,10,35.0,350.0,2024-08-19
51030,2,1007,9,45.0,405.0,2024-03-03
51031,1,1004,10,180.0,1800.0,2024-07-06
51032,3,1009,1,85.0,85.0,2024-12-01
51033,1,1011,5,30.0,150.0,2024-08-18
51034,5,1002,4,35.0,140.0,2024-03-08
51035,1,1009,1,85.0,85.0,2024-08-26
51036,5,1008,1,65.0,65.0,2024-02-03
51037,5,1001,2,450.0,900.0,2024-10-24
51038,2,1014,3,35.0,105.0,2024-06-19
51039,2,1013,1,120.0,120.0,2024-11-03
51040,2,1011,6,30.0,180.0,2024-05-01
51041,5,1006,9,120.0,1080.0,2024-05-12
51042,1,1002,9,35.0,315.0,2024-09-19
51043,2,1002,5,35.0,175.0,2024-03-29
51044,3,1001,6,450.0,2700.0,2024-04-04
51045,4,1001,8,450.0,3600.0,2024-03-16
51046,4,1003,4,55.0,220.0,2024-10-21
51047,1,1010,10,25.0,250.0,2024-09-04
51048,3,1007,3,45.0,135.0,2024-03-29
51049,3,1007,7,45.0,315.0,2024-03-09
51050,1,1010,5,25.0,125.0,2024-09-11
51051,4,1004,4,180.0,720.0,2024-03-30
51052,2,1011,1,30.0,30.0,2024-10-30
51053,2,1010,1,25.0,25.0,2024-10-20
51054,5,1006,6,120.0,720.0,2024-03-24
51055,3,1003,1,55.0,55.0,2024-06-02
51056,5,1001,5,450.0,2250.0,2024-07-10
51057,5,1002,1,35.0,35.0,2024-06-11
51058,4,1002,8,35.0,280.0,2024-11-10
51059,3,1010,7,25.0,175.0,2024-01-10
51060,4,1007,3,45.0,135.0,2024-06-21
51061,2,1012,6,40.0,240.0,2024-07-21
51062,4,1008,3,65.0,195.0,2024-08-18
51063,1,1013,5,120.0,600.0,2024-10-07
51064,2,1002,10,35.0,350.0,2024-05-23
51065,3,1005,10,185.0,1850.0,2024-09-07
51066,2,1011,1,30.0,30.0,2024-03-22
51067,3,1006,6,120.0,720.0,2024-05-07
51068,5,1008,3,65.0,195.0,2024-07-05
51069,1,1002,7,35.0,245.0,2024-06-04
51070,4,1004,1,180.0,180.0,2024-02-07
51071,1,1007,3,45.0,135.0,2024-09-07
51072,5,1013,6,120.0,720.0,2024-01-27
51073,4,1006,10,120.0,1200.0,2024-08-09
51074,2,1014,8,35.0,280.0,2024-08-21
51075,1,1007,7,45.0,315.0,2024-01-13
51076,5,1002,4,35.0,140.0,2024-08-24
51077,5,1011,6,30.0,180.0,2024-01-18
51078,1,1013,6,120.0,720.0,2024-03-27
51079,3,1010,5,25.0,125.0,2024-11-29
51080,4,1002,5,35.0,175.0,2024-01-03
51081,5,1002,4,35.0,140.0,2024-05-22
51082,1,1004,8,180.0,1440.0,2024-05-24
51083,3,1010,4,25.0,100.0,2024-08-09
51084,3,1014,1,35.0,35.0,2024-03-18
51085,5,1001,4,450.0,1800.0,2024-11-04
51086,3,1004,3,180.0,540.0,2024-03-23
51087,3,1005,7,185.0,1295.0,2024-01-24
51088,5,1013,5,120.0,600.0,2024-11-26
51089,4,1011,6,30.0,180.0,2024-06-17
51090,1,1008,2,65.0,130.0,2024-12-02
51091,3,1001,1,450.0,450.0,2024-05-27
51092,4,1011,4,30.0,120.0,2024-09-24
51093,4,1001,8,450.0,3600.0,2024-02-08
51094,2,1013,8,120.0,960.0,2024-05-20
51095,3,1004,2,180.0,360.0,2024-05-16
51096,1,1008,6,65.0,390.0,2024-04-19
51097,2,1010,5,25.0,125.0,2024-05-15
51098,1,1012,2,40.0,80.0,2024-06-20
51099,1,1009,1,85.0,85.0,2024-03-29
51100,2,1010,5,25.0,125.0,2024-06-20
51101,2,1010,7,25.0,175.0,2024-10-23
51102,5,1003,3,55.0,165.0,2024-06-26
51103,5,1014,8,35.0,280.0,2024-07-15
51104,1,1009,7,85.0,595.0,2024-08-18
51105,3,1009,6,85.0,510.0,2024-07-17
51106,4,1002,7,35.0,245.0,2024-09-07
